Transaction,Type,Currency,Amount,USD Equivalent,Details,Outstanding Loan,Date / Time
NXTZAKmNcZtH7,Deposit,XRP,6.00000000,$1.55478,approved / 7B13B630E64C6A327C1B14C2D231DA39E606E9B6082644E2D3717E0CCD43A327,$850.60,2020-02-25 16:13:02
NXToZX0sEJzhH,Deposit,DAI,23.00000000,$23,approved / 0xb732416ae8dec106e7fdaac199ee865064e6ab5039a062b2726fb833c1fd5fbd,$850.60,2020-02-25 09:11:29
NXTZ1T6bBV0ge,Interest,NEXOUSD,0.20608926,$0,approved / USD Interest Earned,$850.60,2020-02-25 01:00:08
NXTTPMqogf5Kd,Interest,USD,-0.14000000,$0.14,approved / Interest,$850.60,2020-02-25 00:00:03
NXTW8uGxmq3FO,Deposit,PAX,13.00000000,$13,approved / 0x9a9cbbb9b245d204fdec51b5017e0683783ba9209b0ed061ab1ce293db7984d3,$850.46,2020-02-24 05:52:08
NXTM6tfm4ua2X,Interest,NEXOUSD,0.20330503,$0,approved / USD Interest Earned,$850.46,2020-02-24 01:00:09
NXTzixLpnNFZr,Interest,USD,-0.14000000,$0.14,approved / Interest,$850.46,2020-02-24 00:00:03
NXTTx7rF1kqR2,Deposit,NEXOBEP2,229.00000000,$46.004497,approved / 1E27A608E46B3FAC7A63CD8BB930CEA9FE4D9F841FA793ECC99083FA930607A3,$850.32,2020-02-23 12:02:03
NXTOrlabsxE0O,WithdrawalCredit,USD,-500.00000000,$500,approved / Alfonso Albano,$850.32,2020-02-23 11:13:30
NXTmY2mjV2b8D,Repayment,USD,0.69000000,$0.69,approved / Crypto Repayment,$350.32,2020-02-23 11:10:47
NXTAEJyr77yG2,Liquidation,NEXONEXO,-3.44507354,$0.69,approved / Crypto Repayment,$351.01,2020-02-23 11:10:44
NXTHM1lC6rKUk,Interest,NEXOUSD,0.20326216,$0,approved / USD Interest Earned,$351.01,2020-02-23 01:00:08
NXT03Rhsy7cSi,Interest,USD,-0.06000000,$0.06,approved / Interest,$351.01,2020-02-23 00:00:03
NXTPqDdUQ8sTv,Interest,NEXOUSD,0.20321931,$0,approved / USD Interest Earned,$350.95,2020-02-22 01:00:09
NXTPojP5qs5Un,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.95,2020-02-22 00:00:03
NXTeUq0E2QhLL,Interest,NEXOUSD,0.20317646,$0,approved / USD Interest Earned,$350.89,2020-02-21 01:00:08
NXTAhCnZ8jsvG,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.89,2020-02-21 00:00:02
NXTG1ADG9kZcY,Interest,NEXOUSD,0.20313363,$0,approved / USD Interest Earned,$350.84,2020-02-20 01:00:08
NXTI84RGbLvzj,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.84,2020-02-20 00:00:03
NXT9CSYZlUnHZ,Interest,NEXOUSD,0.20309080,$0,approved / USD Interest Earned,$350.78,2020-02-19 01:00:09
NXTPwoOKyvPP6,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.78,2020-02-19 00:00:02
NXTYzUEzxmPqX,Interest,NEXOUSD,0.20304798,$0,approved / USD Interest Earned,$350.72,2020-02-18 01:00:08
NXT7KFUk4xkml,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.72,2020-02-18 00:00:03
NXTtZWSaPBxpl,Deposit,USDTERC,14.00000000,$14,approved / 0x58a0a98c98715f68c428a94d3922a31dbd45e9aacabd114a82b727ab29106350,$350.66,2020-02-17 17:58:19
NXTkZlM7aKg2H,Interest,NEXOUSD,0.20005356,$0,approved / USD Interest Earned,$350.66,2020-02-17 01:00:08
NXT0JbgNEEGHK,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.66,2020-02-17 00:00:03
NXTD3FymrOQw1,Interest,NEXOUSD,0.20001138,$0,approved / USD Interest Earned,$350.61,2020-02-16 01:00:08
NXTCppahpdvmR,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.61,2020-02-16 00:00:03
NXTIjbTSE5kz5,Interest,NEXOUSD,0.19996921,$0,approved / USD Interest Earned,$350.55,2020-02-15 01:00:08
NXThWHO4iFSbb,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.55,2020-02-15 00:00:03
NXTkzpRkKo7fH,Deposit,DAI,30.00000000,$30,approved / 0xfa7d8ca31deb2d9b8eaa7962d59168081eb6185282101527f76bfe97e80aebad,$350.49,2020-02-14 16:18:51
NXTUH3rUZVY8b,Interest,NEXOUSD,0.19360215,$0,approved / USD Interest Earned,$350.49,2020-02-14 01:00:10
NXT7Bvd72izZE,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.49,2020-02-14 00:00:02
NXT4lnp99h51z,Interest,NEXOUSD,0.19356134,$0,approved / USD Interest Earned,$350.43,2020-02-13 01:00:08
NXT9KQ6cwSOXG,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.43,2020-02-13 00:00:03
NXTCPGrsQigIS,Interest,NEXOUSD,0.19352053,$0,approved / USD Interest Earned,$350.38,2020-02-12 01:00:07
NXTTmFtmIitxZ,Interest,USD,-0.06000000,$0.06,approved / Interest,$350.38,2020-02-12 00:00:03
NXTQjF8r0r1Kz,Withdrawal,EOS,-5.00000000,$25.64817,approved / EOS withdrawal,$350.32,2020-02-11 17:04:53
NXTOmmq8SSa98,Deposit,EOS,5.00000000,$25.51709,approved / e6a1a640530bdbec655adbc22e34225a6845ac400abf31fc4c577e2f2f4e46ef,$350.32,2020-02-11 16:24:37
NXTlbfxLgMAWh,Repayment,USD,49.96139922,$49.96139922,approved / Crypto Repayment,$350.32,2020-02-11 10:46:59
NXT9Hx9TIRXeW,Liquidation,BTC,-0.00510830,$50.0000404,approved / Crypto Repayment,$400.15,2020-02-11 10:46:49
NXTavhfKbzPjA,Deposit,BTC,0.00440000,$43.07468,approved / 87746171ca8ab6562743ca3dd4cd903117da1dd428360b7663f0e44748f0c8d2,$400.15,2020-02-11 10:10:55
NXTSa3zP0yWSO,Deposit,BTC,0.00111755,$10.918575255,approved / 54711d847c5dcd8ccf12966b87d1dac79b61c8e177e762a992f4e8ade47596ad,$400.15,2020-02-11 08:00:50
NXTgXeBPFQE99,Interest,NEXOUSD,0.19347973,$0,approved / USD Interest Earned,$400.15,2020-02-11 01:00:09
NXT5wxIAO9XJF,Interest,USD,-0.07000000,$0.07,approved / Interest,$400.15,2020-02-11 00:00:03
NXTeiPaMhQlcb,Deposit,DAI,41.00000000,$41,approved / 0xae95448c9019858bce745f17f9398a595b48832d74abb9387d4ec891d0e192db,$400.09,2020-02-10 11:48:22
NXTmDzg4c7YCD,Interest,NEXOUSD,0.18479491,$0,approved / USD Interest Earned,$400.09,2020-02-10 01:00:07
NXTCx7tPefh0a,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.09,2020-02-10 00:00:03
NXTuS6AuTvEvc,InterestDiscount,USD,0.33984420,$0.33984420208542,approved / Discount,$399.99,2020-02-09 12:33:57
NXTI8NN260c3R,Repayment,USD,0.59000000,$0.59,approved / Crypto Repayment,$400.33,2020-02-09 12:33:57
NXTfoeZ9i5zBG,Liquidation,NEXONEXO,-3.25359274,$0.59,approved / Crypto Repayment,$400.92,2020-02-09 12:33:47
NXTnajWqfw6UR,Interest,NEXOUSD,0.18475595,$0,approved / USD Interest Earned,$400.92,2020-02-09 01:00:08
NXTzBANg9tTcD,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.92,2020-02-09 00:00:03
NXTQQsqSh4oPv,Interest,NEXOUSD,0.18471700,$0,approved / USD Interest Earned,$400.81,2020-02-08 01:00:09
NXTFerbkSle49,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.81,2020-02-08 00:00:03
NXTbaSv87XBEX,Interest,NEXOUSD,0.18467805,$0,approved / USD Interest Earned,$400.71,2020-02-07 01:00:08
NXTl2VJYacP00,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.71,2020-02-07 00:00:03
NXT2tFrog7LcE,Interest,NEXOUSD,0.18463912,$0,approved / USD Interest Earned,$400.61,2020-02-06 01:00:09
NXTcyXGatDPZr,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.61,2020-02-06 00:00:02
NXT3gBFXMUlP6,Interest,NEXOUSD,0.18460019,$0,approved / USD Interest Earned,$400.51,2020-02-05 01:00:09
NXTzcez6V5qu2,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.51,2020-02-05 00:00:03
NXTdvV54r8H4G,Interest,NEXOUSD,0.18456127,$0,approved / USD Interest Earned,$400.40,2020-02-04 01:00:08
NXTe8ljS1TfHo,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.40,2020-02-04 00:00:02
NXTzXNIrZwWz4,Interest,NEXOUSD,0.18452236,$0,approved / USD Interest Earned,$400.30,2020-02-03 01:00:08
NXTnFanszKooZ,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.30,2020-02-03 00:00:03
NXT6wUxLj1QWe,Interest,NEXOUSD,0.18448346,$0,approved / USD Interest Earned,$400.20,2020-02-02 01:00:08
NXTWyRGFWKLEK,Interest,USD,-0.10000000,$0.1,approved / Interest,$400.20,2020-02-02 00:00:02
NXT1edInefVVj,Interest,NEXOUSD,0.18444456,$0,approved / USD Interest Earned,$400.10,2020-02-01 01:00:08
NXTDrhLlnCUB5,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.10,2020-02-01 00:00:03
NXTfPOuvwnwhU,InterestDiscount,USD,0.30844501,$0.3084450101512,approved / Discount,$399.99,2020-01-31 06:52:44
NXT35g73YtJpJ,Repayment,USD,0.46059434,$0.46059434087306,approved / Crypto Repayment,$400.30,2020-01-31 06:52:44
NXTQlxJBAygx8,Liquidation,NEXONEXO,-3.17874878,$0.46059434087306,approved / Crypto Repayment,$400.76,2020-01-31 06:52:34
NXTJjjFIs79qq,Interest,NEXOUSD,0.18440568,$0,approved / USD Interest Earned,$400.76,2020-01-31 01:00:08
NXTLGp0FwHNif,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.76,2020-01-31 00:00:03
NXTDaTVqPZS5f,Interest,NEXOUSD,0.18436680,$0,approved / USD Interest Earned,$400.65,2020-01-30 01:00:08
NXT4Fep5wtCzV,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.65,2020-01-30 00:00:03
NXTvkjyrJ7xeT,Interest,NEXOUSD,0.18432793,$0,approved / USD Interest Earned,$400.55,2020-01-29 01:00:08
NXTjyDEdVHlQD,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.55,2020-01-29 00:00:03
NXT3jg6OpdzhP,Interest,NEXOUSD,0.18428907,$0,approved / USD Interest Earned,$400.44,2020-01-28 01:00:07
NXT1JIXcCLicP,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.44,2020-01-28 00:00:03
NXTKgt60bkWYh,Interest,NEXOUSD,0.18425021,$0,approved / USD Interest Earned,$400.33,2020-01-27 01:00:08
NXTyLlV9bLf8F,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.33,2020-01-27 00:00:03
NXTkmZ89mO6ru,Interest,NEXOUSD,0.18421137,$0,approved / USD Interest Earned,$400.22,2020-01-26 01:00:08
NXTE4mqM1uIPi,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.22,2020-01-26 00:00:03
NXTdG0JgmxGOg,Interest,NEXOUSD,0.18417253,$0,approved / USD Interest Earned,$400.10,2020-01-25 01:00:08
NXTxVORWCDKZ1,Interest,USD,-0.11000000,$0.11,approved / Interest,$400.10,2020-01-25 00:00:03
NXT2vOnuNAQoY,Deposit,PAX,13.00000000,$13,approved / 0x01704bd7994eaded279d8d054298c300d10992a9e57627fb5794f43d7ae11e62,$399.99,2020-01-24 06:35:30
NXTgYwiMettL0,Repayment,USD,5.69000000,$5.69,approved / Crypto Repayment,$399.99,2020-01-24 06:09:53
NXTRvV6bt4dae,Liquidation,NEXOUSD,-5.69000000,$5.69,approved / Crypto Repayment,$405.67,2020-01-24 06:09:42
NXTDI3Ur7FNqI,InterestDiscount,USD,0.09301668,$0.09301667638527,approved / Discount,$405.67,2020-01-24 06:08:41
NXTayKgyjKky7,Repayment,USD,0.12957603,$0.12957603,approved / Crypto Repayment,$405.76,2020-01-24 06:08:41
NXTyebt6LQ85w,Liquidation,NEXONEXO,-1.31000000,$0.12957603,approved / Crypto Repayment,$405.89,2020-01-24 06:08:32
NXT4rRc6JtOWc,Interest,NEXOUSD,0.18259253,$0,approved / USD Interest Earned,$405.89,2020-01-24 01:00:08
NXTP6pjvj9Sgx,Interest,USD,-0.12000000,$0.12,approved / Interest,$405.89,2020-01-24 00:00:03
NXT34cFcRMvYV,Interest,NEXOUSD,0.18255404,$0,approved / USD Interest Earned,$405.77,2020-01-23 01:00:07
NXTsjI3MP9eZr,Interest,USD,-0.11000000,$0.11,approved / Interest,$405.77,2020-01-23 00:00:02
NXTecQh37xaoq,Repayment,USD,3.99000000,$3.99,approved / Crypto Repayment,$405.66,2020-01-22 06:08:38
NXT2IhtAk2xwf,Liquidation,ETH,-0.02365000,$3.998269,approved / Crypto Repayment,$409.64,2020-01-22 06:08:26
NXTnfGHPyDiCJ,Repayment,USD,22.55076000,$22.55076,approved / Crypto Repayment,$409.64,2020-01-22 06:06:13
NXTBLXTXaJ5K8,Liquidation,XLM,-360.00000000,$22.54932,approved / Crypto Repayment,$432.13,2020-01-22 06:06:08
NXTi4eG22eZpQ,Repayment,USD,68.03241438,$68.03241438,approved / Crypto Repayment,$432.13,2020-01-22 06:02:52
NXT5kvS9ejwxF,Liquidation,BTC,-0.00779194,$67.96130068,approved / Crypto Repayment,$499.99,2020-01-22 06:02:41
NXTr7TqOsuhCt,InterestDiscount,USD,0.38765980,$0.38765979554688,approved / Discount,$499.99,2020-01-22 06:01:58
NXTEnl2WV04Ki,Repayment,USD,0.50045292,$0.50045292,approved / Crypto Repayment,$500.38,2020-01-22 06:01:58
NXTcU2Ee75RSX,Liquidation,NEXONEXO,-4.73000000,$0.50045292,approved / Crypto Repayment,$500.88,2020-01-22 06:01:48
NXT9K6xzpZY5N,Interest,NEXOUSD,0.18251555,$0,approved / USD Interest Earned,$500.88,2020-01-22 01:00:09
NXT17BE8oEQT2,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.88,2020-01-22 00:00:03
NXT8yU9Tig0Ms,Interest,NEXOUSD,0.18247707,$0,approved / USD Interest Earned,$500.73,2020-01-21 01:00:07
NXTN80VAPbQE5,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.73,2020-01-21 00:00:03
NXT4A8GT7YRlJ,Interest,NEXOUSD,0.18243860,$0,approved / USD Interest Earned,$500.59,2020-01-20 01:00:08
NXTkGij5SJXSx,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.59,2020-01-20 00:00:03
NXTSVI9aCHJ37,Interest,NEXOUSD,0.18240013,$0,approved / USD Interest Earned,$500.45,2020-01-19 01:00:08
NXTGq8qkGFCQC,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.45,2020-01-19 00:00:03
NXTahFAg8sMlq,Interest,NEXOUSD,0.18236168,$0,approved / USD Interest Earned,$500.30,2020-01-18 01:00:07
NXT2fdmIUZifN,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.30,2020-01-18 00:00:03
NXTFZUFBGgRxd,Interest,NEXOUSD,0.18232323,$0,approved / USD Interest Earned,$500.16,2020-01-17 01:00:08
NXTeuEddok8Yc,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.16,2020-01-17 00:00:03
NXThFtkPzxg8T,InterestAdditional,USD,-0.00212039,$0,approved / Interest,$500.01,2020-01-16 05:49:56
NXT4wAwXc33GI,InterestDiscount,USD,0.80818889,$0.8081888919687,approved / Discount,$500.00,2020-01-16 05:49:56
NXTScS8fE8QO7,Repayment,USD,1.07016723,$1.07016723,approved / Crypto Repayment,$500.81,2020-01-16 05:49:56
NXTqIjKmqDnVw,Liquidation,NEXONEXO,-10.93000000,$1.06983933,approved / Crypto Repayment,$501.88,2020-01-16 05:49:46
NXTMdYJNlwOCX,Interest,NEXOUSD,0.18228479,$0,approved / USD Interest Earned,$501.88,2020-01-16 01:00:09
NXTv18IDAGCAz,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.88,2020-01-16 00:00:03
NXTVC399vdCD4,Deposit,XLM,287.00000000,$15.714972,approved / 3c7bf61890cd3e6bb2357542d198453d308a717a80c5bd94d8de7984e7332fd2,$501.73,2020-01-15 21:05:31
NXTK0p6O4UvTI,Withdrawal,XLM,-100.00000000,$5.4756,approved / XLM withdrawal,$501.73,2020-01-15 20:59:21
NXTBcMhNCLZAI,Deposit,BTC,0.00675285,$59.03611584,approved / 178d0faea79e3f551729308f57d658b62a1387da261f34d8a4a0e1967099ad4f,$501.73,2020-01-15 13:06:06
NXT9fuOedx7yR,Deposit,USDC,50.00000000,$50,approved / 0xcbaf307bc2bf5d5a455bb5e8e370a20e73d175ed79699010cb687ced39b830fc,$501.73,2020-01-15 11:14:10
NXTeKlwW4QcCk,Interest,NEXOUSD,0.17170486,$0,approved / USD Interest Earned,$501.73,2020-01-15 01:00:07
NXTFM08VGO5Tk,Interest,USD,-0.14000000,$0.14,approved / Interest,$501.73,2020-01-15 00:00:02
NXTylgjVKUv3k,Deposit,XLM,40.00000000,$2.1,approved / 6184dc223cd41664353796628c3298639d3f84e7c2377abcd03271c741503286,$501.59,2020-01-14 20:22:44
NXTQPRFMe2n8O,Deposit,XLM,40.00000000,$2.11444,approved / e4e2e8d79f8afb844608677d3368f40e1e5ec44c5ac1375c978bfadf6ff5d6b7,$501.59,2020-01-14 20:00:08
NXTV2cF91TjCm,Interest,NEXOUSD,0.17166866,$0,approved / USD Interest Earned,$501.59,2020-01-14 01:00:08
NXTgYUNfulTlR,Interest,USD,-0.14000000,$0.14,approved / Interest,$501.59,2020-01-14 00:00:03
NXTFffVVDnVP1,Interest,NEXOUSD,0.17163247,$0,approved / USD Interest Earned,$501.44,2020-01-13 01:00:08
NXT95sTIQZ1Ck,Interest,USD,-0.14000000,$0.14,approved / Interest,$501.44,2020-01-13 00:00:03
NXTDr69o1jsu1,Interest,NEXOUSD,0.17159629,$0,approved / USD Interest Earned,$501.30,2020-01-12 01:00:07
NXT5xU11KgZ3T,Interest,USD,-0.14000000,$0.14,approved / Interest,$501.30,2020-01-12 00:00:03
NXT5hu9CNjQtD,Interest,NEXOUSD,0.17156011,$0,approved / USD Interest Earned,$501.16,2020-01-11 01:00:08
NXTYoBhiAluGZ,Interest,USD,-0.14000000,$0.14,approved / Interest,$501.16,2020-01-11 00:00:03
NXTp18IygENRB,Interest,NEXOUSD,0.17152394,$0,approved / USD Interest Earned,$501.01,2020-01-10 01:00:07
NXThw5W16ENIf,Interest,USD,-0.14000000,$0.14,approved / Interest,$501.01,2020-01-10 00:00:03
NXTxk542j86d2,Deposit,USDC,10.00000000,$10,approved / 0x5269c4619d7f51495e6979634a9dab9a66fa02c391fd7bd554d1206b3f09bcbe,$500.73,2020-01-09 07:55:34
NXTk2AkyKUmiG,Interest,NEXOUSD,0.16937948,$0,approved / USD Interest Earned,$500.73,2020-01-09 01:00:08
NXTMBHtqxnNT5,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.73,2020-01-09 00:00:03
NXTl5LFrJlAgw,Deposit,BTC,0.00083973,$7.017875529,approved / 413dcb3d0ee549d4e17f8c9dd5d35e32928c10e75018e908e88ed95c667de4f0,$500.59,2020-01-08 06:01:40
NXTQevyVYDavS,Interest,NEXOUSD,0.16934377,$0,approved / USD Interest Earned,$500.59,2020-01-08 01:00:08
NXTf7lvGZQoYS,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.59,2020-01-08 00:00:03
NXT1h5AeqNGll,Interest,NEXOUSD,0.16930806,$0,approved / USD Interest Earned,$500.44,2020-01-07 01:00:07
NXT4yh4e0SDez,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.44,2020-01-07 00:00:02
NXTGuql6UAO6z,Interest,NEXOUSD,0.16927237,$0,approved / USD Interest Earned,$500.30,2020-01-06 01:00:08
NXTNL4Zfa4lPp,Interest,USD,-0.14468203,$0.14468203002846,approved / Interest,$500.44,2020-01-06 00:00:00
NXTlo3hD2aa4B,Interest,NEXOUSD,0.16923668,$0,approved / USD Interest Earned,$500.30,2020-01-05 01:00:08
NXT5MFubCbQ7p,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.30,2020-01-05 00:00:03
NXTHqtZQLt325,Withdrawal,BTC,-0.00100000,$7.328,approved / BTC withdrawal,$500.15,2020-01-04 18:47:50
NXTizOKWsfPAU,Withdrawal,XLM,-3.00000000,$0.135495,approved / XLM withdrawal,$500.15,2020-01-04 18:34:27
NXTAw2wvupbX8,Interest,NEXOUSD,0.16920100,$0,approved / USD Interest Earned,$500.15,2020-01-04 01:00:08
NXTLRPZxEaKDJ,Interest,USD,-0.14000000,$0.14,approved / Interest,$500.15,2020-01-04 00:00:03
NXTwQtmj70dxQ,Deposit,USDC,52.00000000,$52,approved / 0xc0c9f3d14845ad31f8ff0792490c17042151ad14924d0a0726a904df800e431c,$500.01,2020-01-03 18:37:44
NXTr2Dv1dvDkz,Withdrawal,NEXOBNB,-0.14000000,$1.904252,approved / BNB withdrawal,$500.01,2020-01-03 17:04:24
NXTt3Ew2mzHVx,Withdrawal,BCH,-0.05803253,$12.326109372,approved / BCH withdrawal,$500.01,2020-01-03 15:41:13
NXTNdxG8EScew,Deposit,PAX,52.24000000,$52.24,approved / 0xafb401577504600f88232e70d169fe8173210bbcc610a48f3488db12f84876c9,$500.01,2020-01-03 15:29:14
NXTUwGhSyo110,Withdrawal,EOS,-5.00000000,$13.059435,approved / EOS withdrawal,$500.01,2020-01-03 13:06:02
NXTIwTIs0cQZC,InterestAdditional,USD,-0.00587582,$0,approved / Interest,$500.00,2020-01-03 12:35:15
NXTgckUzchnh1,InterestDiscount,USD,0.83629645,$0.8362964478765,approved / Discount,$500.00,2020-01-03 12:35:15
NXT4J1h7EnAoq,Repayment,USD,0.99047598,$0.99047598,approved / Crypto Repayment,$500.83,2020-01-03 12:35:15
NXTRzItEqsXwf,Liquidation,NEXONEXO,-9.39000000,$0.99047598,approved / Crypto Repayment,$501.82,2020-01-03 12:35:12
NXTyiPfjJE2Rx,Deposit,NEXOBEP2,255.00000000,$26.90046,approved / 6414B59D8B95B70CE1F2802C5272E032A840DF9B583F23D5EE06CB803D7D7D3D,$501.82,2020-01-03 12:27:06
NXT4vFOjHhIsd,Interest,NEXOUSD,0.14718841,$0,approved / USD Interest Earned,$501.82,2020-01-03 01:00:08
NXTL1E38X19vh,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.82,2020-01-03 00:00:02
NXTn21tJYBVNf,Interest,NEXOUSD,0.14715738,$0,approved / USD Interest Earned,$501.67,2020-01-02 01:00:07
NXTyLxs9yzXls,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.67,2020-01-02 00:00:02
NXTcihR5ZlkTf,Interest,NEXOUSD,0.14712636,$0,approved / USD Interest Earned,$501.51,2020-01-01 01:00:08
NXTVwyFCK3Y6w,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.51,2020-01-01 00:00:02
NXTmYCeMM8v6F,Deposit,XLM,96.00000000,$4.349184,approved / 73c3ec537e4d38d15ccfdb7aa43715a3f98571816bfd4465b4dcafa4a406350f,$501.36,2019-12-31 05:19:03
NXTIoSuehBtDj,Interest,NEXOUSD,0.14709534,$0,approved / USD Interest Earned,$501.36,2019-12-31 01:00:07
NXTYPBoJ9kEKY,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.36,2019-12-31 00:00:02
NXTxrJe9Zc0Ws,Deposit,PAX,9.00000000,$9,approved / 0x9fc6dc7e6ca050deab379e450e9b3c59628a6754f3401e2dd61ebe132a46a820,$501.21,2019-12-30 11:11:37
NXTojVqxX0n6V,Interest,NEXOUSD,0.14516686,$0,approved / USD Interest Earned,$501.21,2019-12-30 01:00:08
NXT30Pe25kIZ3,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.21,2019-12-30 00:00:02
NXTZWlHmsH7wJ,Interest,NEXOUSD,0.14513625,$0,approved / USD Interest Earned,$501.06,2019-12-29 01:00:08
NXTekpUUakW1O,Interest,USD,-0.15000000,$0.15,approved / Interest,$501.06,2019-12-29 00:00:03
NXTP6Sshdikul,Deposit,ETH,0.01254787,$1.6182987939,approved / 0x0c64762197c0fb19ae8db799dfa09e4fc11c3a5f70a3c6efe11a8615e40b5f97,$500.91,2019-12-28 18:51:22
NXT5zshvm00nY,Interest,NEXOUSD,0.14510565,$0,approved / USD Interest Earned,$500.91,2019-12-28 01:00:07
NXTGoYw1Q2XFW,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.91,2019-12-28 00:00:03
NXTODQpgor4FL,Interest,NEXOUSD,0.14507506,$0,approved / USD Interest Earned,$500.76,2019-12-27 01:00:08
NXTitVzyQD1mo,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.76,2019-12-27 00:00:02
NXTuKpQCip9mM,Deposit,EOS,5.00000000,$12.513315,approved / f0eead7a4b5c8bd1a472dac1aee53dfaa5e663772aa2c684276d0646cb5a7077,$500.61,2019-12-26 05:49:55
NXTHMJwRl8ILv,Interest,NEXOUSD,0.14504447,$0,approved / USD Interest Earned,$500.61,2019-12-26 01:00:06
NXTyOrCH4knMw,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.61,2019-12-26 00:00:03
NXTI2HNJBN61F,Interest,NEXOUSD,0.14501389,$0,approved / USD Interest Earned,$500.45,2019-12-25 01:00:08
NXTHATnsBVpnC,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.45,2019-12-25 00:00:03
NXTaWjrZt2xgO,Deposit,USDTERC,29.25580000,$29.2558,approved / 0xe9146afdd68d0d711225f48df5a1d9b233212641e7a148745a1f7d7c84a7e131,$500.30,2019-12-24 06:06:52
NXTR13l0vUJv7,Interest,NEXOUSD,0.13881532,$0,approved / USD Interest Earned,$500.30,2019-12-24 01:00:07
NXTVjsCxrCC3x,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.30,2019-12-24 00:00:03
NXTfH8Z2GssQ5,Interest,NEXOUSD,0.13878606,$0,approved / USD Interest Earned,$500.15,2019-12-23 01:00:07
NXT9ocfVpYH33,Interest,USD,-0.15000000,$0.15,approved / Interest,$500.15,2019-12-23 00:00:03
NXTzpQnPOlGsQ,Deposit,PAX,50.00000000,$50,approved / 0xf81b8ead1d04c6702e96d91b17252d89ee1e43062672af4d9dad1474dc5243bb,$500.00,2019-12-22 12:50:46
NXTNhe9DTKMAh,WithdrawalCredit,USD,-500.00000000,$500,approved / Alfonso Albano,$500.00,2019-12-22 09:46:24
NXTC3ZaFUtZ37,Interest,NEXOUSD,0.12821530,$0,approved / USD Interest Earned,$0.00,2019-12-22 01:00:07
NXTmIEARdbEgj,Interest,NEXOUSD,0.12818827,$0,approved / USD Interest Earned,$0.00,2019-12-21 01:00:07
NXTr0d7rxddLm,Deposit,USDC,11.00000000,$11,approved / 0x42cc0ce01586c25c18da465a53568255aa139e57386fb12d576d1f296852d19e,$0.00,2019-12-20 17:30:59
NXT1FuNQpuUmB,Deposit,BTC,0.00100000,$7.1766,approved / 3cd8549e57c229f91b42a3c81b2126fda1e9e2c1e5ba59c6aa1fd96d23fe1fa2,$0.00,2019-12-20 13:56:02
NXTdKsIXUCwRg,Deposit,BCH,0.05767595,$10.68158594,approved / e21075d98141cee778abfdbcb72a8de7d4a4947d2dc9cdca468fc2643ea93200,$0.00,2019-12-20 06:20:05
NXT7GnwkLu32P,Interest,NEXOUSD,0.12584211,$0,approved / USD Interest Earned,$0.00,2019-12-20 01:00:08
NXTzz01365Nlr,Interest,NEXOUSD,0.12581558,$0,approved / USD Interest Earned,$0.00,2019-12-19 01:00:08
